Date,High,Low,Open,Close,Volume,Adj Close,Status,Middle,Height
2018-09-24,8070.0,7590.7001953125,8070.0,7793.0498046875,1801469.0,7793.0498046875,Decrease,7931.52490234375,276.9501953125
2018-09-25,8018.25,7680.0,7750.0,7999.4501953125,1159438.0,7999.4501953125,Increase,7874.72509765625,249.4501953125
2018-09-26,8089.89990234375,7822.5498046875,8075.0,7842.5498046875,754963.0,7842.5498046875,Decrease,7958.77490234375,232.4501953125
2018-09-27,7878.0,7510.2001953125,7850.0,7553.0498046875,1594739.0,7553.0498046875,Decrease,7701.52490234375,296.9501953125
2018-09-28,7648.2001953125,7292.64990234375,7620.0,7347.9501953125,1413254.0,7347.9501953125,Decrease,7483.97509765625,272.0498046875
2018-10-01,7485.0,7206.0,7354.0,7463.9501953125,1034603.0,7463.9501953125,Increase,7408.97509765625,109.9501953125
2018-10-03,7410.7001953125,7211.0,7400.0,7246.0,1148091.0,7246.0,Decrease,7323.0,154.0
2018-10-04,7288.0,7021.0,7150.0,7198.75,1104174.0,7198.75,Increase,7174.375,48.75
2018-10-05,7220.0,6801.85009765625,7054.7998046875,6904.35009765625,1481376.0,6904.35009765625,Decrease,6979.574951171875,150.44970703125
2018-10-08,6989.0,6774.25,6915.0,6889.75,1393849.0,6889.75,Decrease,6902.375,25.25
2018-10-09,6940.0,6661.0,6819.75,6699.4501953125,1079041.0,6699.4501953125,Decrease,6759.60009765625,120.2998046875
2018-10-10,7050.0,6723.25,6748.0,6985.85009765625,1162309.0,6985.85009765625,Increase,6866.925048828125,237.85009765625
2018-10-11,6950.0,6705.2001953125,6800.0,6875.5,869569.0,6875.5,Increase,6837.75,75.5
2018-10-12,7326.0,6950.0,6950.0,7287.2001953125,1053651.0,7287.2001953125,Increase,7118.60009765625,337.2001953125
2018-10-15,7340.0,7126.0498046875,7320.0,7182.0,682234.0,7182.0,Decrease,7251.0,138.0
2018-10-16,7278.0,7123.7998046875,7214.0,7150.89990234375,637012.0,7150.89990234375,Decrease,7182.449951171875,63.10009765625
2018-10-17,7245.0,6853.4501953125,7237.64990234375,6885.60009765625,1021019.0,6885.60009765625,Decrease,7061.625,352.0498046875
2018-10-19,6965.0,6715.5,6830.0,6756.4501953125,903940.0,6756.4501953125,Decrease,6793.22509765625,73.5498046875
2018-10-22,6905.0,6722.0498046875,6818.0,6812.2001953125,774016.0,6812.2001953125,Decrease,6815.10009765625,5.7998046875
2018-10-23,6857.0,6666.0,6779.0,6771.2998046875,734440.0,6771.2998046875,Decrease,6775.14990234375,7.7001953125
2018-10-24,6885.0,6690.0,6850.0,6768.2998046875,681526.0,6768.2998046875,Decrease,6809.14990234375,81.7001953125
2018-10-25,6853.7001953125,6620.2001953125,6700.0,6723.2001953125,2101936.0,6723.2001953125,Increase,6711.60009765625,23.2001953125
2018-10-26,6795.0,6500.0,6750.0,6717.2998046875,874526.0,6717.2998046875,Decrease,6733.64990234375,32.7001953125
2018-10-29,6810.0,6691.0498046875,6722.0,6798.7001953125,505428.0,6798.7001953125,Increase,6760.35009765625,76.7001953125
2018-10-30,6868.9501953125,6675.2001953125,6798.0,6697.0,771375.0,6697.0,Decrease,6747.5,101.0
2018-10-31,6760.0,6500.0,6760.0,6616.39990234375,1315746.0,6616.39990234375,Decrease,6688.199951171875,143.60009765625
